Date,Open,High,Low,Close,Volume
2017-08-15 19:00,110.582,110.59,110.505,110.541,4412
2017-08-15 20:00,110.541,110.704,110.516,110.666,4102
2017-08-15 21:00,110.666,110.684,110.569,110.581,6554
2017-08-15 22:00,110.581,110.651,110.578,110.632,3321
2017-08-15 23:00,110.632,110.632,110.543,110.592,2256
2017-08-16 0:00,110.595,110.726,110.572,110.717,6979
2017-08-16 1:00,110.714,110.77,110.646,110.669,5767
2017-08-16 2:00,110.67,110.691,110.647,110.659,3352
2017-08-16 3:00,110.661,110.668,110.626,110.651,2729
2017-08-16 4:00,110.651,110.708,110.636,110.673,3009
2017-08-16 5:00,110.674,110.716,110.631,110.644,4976
2017-08-16 6:00,110.646,110.789,110.617,110.787,7296
2017-08-16 7:00,110.786,110.934,110.767,110.873,8132
2017-08-16 8:00,110.872,110.944,110.817,110.898,7303
2017-08-16 9:00,110.898,110.937,110.834,110.848,5700
2017-08-16 10:00,110.849,110.874,110.76,110.815,5171
2017-08-16 11:00,110.816,110.834,110.774,110.8,3976
2017-08-16 12:00,110.8,110.843,110.694,110.81,6718
2017-08-16 13:00,110.812,110.948,110.741,110.777,9137
2017-08-16 14:00,110.782,110.807,110.693,110.807,7583
2017-08-16 15:00,110.805,110.846,110.68,110.799,7767
2017-08-16 16:00,110.801,110.89,110.714,110.742,5400
2017-08-16 17:00,110.741,110.743,110.423,110.489,10705
2017-08-16 18:00,110.487,110.53,110.029,110.148,17050
2017-08-16 19:00,110.148,110.227,110.135,110.212,5930
2017-08-16 20:00,110.21,110.23,110.139,110.188,3762
2017-08-16 21:00,110.186,110.219,110.066,110.119,17938
2017-08-16 22:00,110.119,110.164,110.072,110.091,3982
2017-08-16 23:00,110.093,110.119,109.981,109.999,4671
2017-08-17 0:00,109.997,110.098,109.87,109.877,8948
2017-08-17 1:00,109.878,109.899,109.666,109.703,9992
2017-08-17 2:00,109.7,109.898,109.685,109.845,6125
2017-08-17 3:00,109.843,109.944,109.835,109.886,6355
