Date,Open,High,Low,Close,Volume
2017-08-15 10:00,1.28992,1.2901,1.28667,1.28772,8289
2017-08-15 11:00,1.28773,1.28789,1.2865,1.28687,6139
2017-08-15 12:00,1.28691,1.2888,1.28464,1.2851,11413
2017-08-15 13:00,1.28509,1.28777,1.28482,1.28628,8154
2017-08-15 14:00,1.28628,1.28652,1.28513,1.28531,7863
2017-08-15 15:00,1.28534,1.28641,1.2846,1.28598,7524
2017-08-15 16:00,1.28597,1.28678,1.28543,1.28657,4681
2017-08-15 17:00,1.28654,1.28751,1.28635,1.28691,5234
2017-08-15 18:00,1.28694,1.28701,1.28621,1.28621,4326
2017-08-15 19:00,1.28619,1.28703,1.28612,1.28645,4155
2017-08-15 20:00,1.28646,1.28722,1.28618,1.2868,3564
2017-08-15 21:00,1.2868,1.28703,1.28635,1.28698,3009
2017-08-15 22:00,1.28698,1.28705,1.28653,1.28665,3122
2017-08-15 23:00,1.28666,1.28681,1.28628,1.28672,2877
2017-08-16 0:00,1.28667,1.28686,1.2861,1.28637,2256
2017-08-16 1:00,1.28637,1.28718,1.28596,1.28718,3214
2017-08-16 2:00,1.28717,1.28739,1.28617,1.28618,2969
2017-08-16 3:00,1.28618,1.28711,1.28617,1.28697,2511
2017-08-16 4:00,1.28696,1.2873,1.28685,1.28715,1650
2017-08-16 5:00,1.28715,1.28748,1.28624,1.28676,2685
2017-08-16 6:00,1.28674,1.28674,1.285,1.28546,5137
2017-08-16 7:00,1.28548,1.28781,1.28413,1.28454,8594
2017-08-16 8:00,1.28453,1.29015,1.28432,1.28913,9989
2017-08-16 9:00,1.28905,1.2903,1.2882,1.28837,5797
2017-08-16 10:00,1.28837,1.28849,1.28702,1.28715,6768
2017-08-16 11:00,1.28715,1.28777,1.28597,1.28683,6454
2017-08-16 12:00,1.28682,1.2878,1.28612,1.28626,7013
2017-08-16 13:00,1.28625,1.2866,1.28494,1.28577,6920
2017-08-16 14:00,1.28577,1.2874,1.28502,1.28672,7086
2017-08-16 15:00,1.28668,1.28741,1.28519,1.2858,6910
2017-08-16 16:00,1.2858,1.28594,1.28423,1.28471,4345
2017-08-16 17:00,1.28471,1.28713,1.28468,1.28636,6907
2017-08-16 18:00,1.28629,1.28888,1.28533,1.28839,12817
2017-08-16 19:00,1.2884,1.28934,1.28804,1.28838,5060
2017-08-16 20:00,1.28839,1.28923,1.28835,1.28896,2786
2017-08-16 21:00,1.28894,1.28919,1.28829,1.28889,6609
2017-08-16 22:00,1.28889,1.28928,1.28889,1.2892,2161
2017-08-16 23:00,1.28918,1.28941,1.28888,1.289,2278
2017-08-17 0:00,1.28898,1.2892,1.28841,1.28857,2612
2017-08-17 1:00,1.28855,1.29083,1.28846,1.29069,5636
2017-08-17 2:00,1.29069,1.29082,1.28978,1.29012,2685
2017-08-17 3:00,1.29012,1.29061,1.28994,1.29054,2373
2017-08-17 4:00,1.29054,1.29082,1.29031,1.29064,2465
2017-08-17 5:00,1.29065,1.29088,1.2896,1.28998,3976
2017-08-17 6:00,1.28998,1.28999,1.2885,1.28882,5402
2017-08-17 7:00,1.28885,1.28941,1.28802,1.28893,7142
2017-08-17 8:00,1.28892,1.29058,1.28808,1.28887,9241
2017-08-17 9:00,1.28888,1.28942,1.28754,1.28811,6699
2017-08-17 10:00,1.28813,1.2882,1.28568,1.28642,7103
2017-08-17 11:00,1.28639,1.2877,1.28525,1.28659,10522
2017-08-17 12:00,1.28659,1.28823,1.28638,1.28785,9606
2017-08-17 13:00,1.28786,1.28921,1.28732,1.28919,7614
2017-08-17 14:00,1.28917,1.28984,1.28756,1.28904,11525
2017-08-17 15:00,1.28902,1.28918,1.28809,1.28868,7537
2017-08-17 16:00,1.28867,1.28883,1.28769,1.28771,5977
2017-08-17 17:00,1.28771,1.28834,1.28704,1.2874,9679
2017-08-17 18:00,1.28739,1.28821,1.28732,1.28738,4227
2017-08-17 19:00,1.28735,1.28788,1.28692,1.28706,5109
2017-08-17 20:00,1.28708,1.28732,1.28628,1.28648,4116
2017-08-17 21:00,1.28645,1.28713,1.28644,1.2867,2166
2017-08-17 22:00,1.28672,1.28742,1.28654,1.28714,2505
2017-08-17 23:00,1.28714,1.28737,1.28636,1.28639,2163
2017-08-18 0:00,1.28639,1.28741,1.28629,1.28708,4521
2017-08-18 1:00,1.28707,1.28788,1.28662,1.28764,2626
2017-08-18 2:00,1.28764,1.2882,1.28754,1.288,2042
2017-08-18 3:00,1.288,1.28893,1.28799,1.28866,2633
2017-08-18 4:00,1.28867,1.28928,1.28866,1.28925,1345
2017-08-18 5:00,1.28922,1.28982,1.28905,1.28942,2094
2017-08-18 6:00,1.28941,1.28941,1.28813,1.28896,6214
2017-08-18 7:00,1.28894,1.28992,1.28834,1.28956,7817
2017-08-18 8:00,1.28953,1.29162,1.28811,1.29057,6669
2017-08-18 9:00,1.29057,1.29153,1.2882,1.28852,7125
2017-08-18 10:00,1.28851,1.28974,1.28821,1.28902,5479
2017-08-18 11:00,1.28903,1.28915,1.28721,1.28761,6144
2017-08-18 12:00,1.28763,1.28896,1.28725,1.28871,8195
2017-08-18 13:00,1.28872,1.28939,1.2878,1.28859,9495
2017-08-18 14:00,1.28863,1.2888,1.28544,1.28564,11272
2017-08-18 15:00,1.28565,1.28655,1.28313,1.2846,10233
2017-08-18 16:00,1.28463,1.28684,1.28454,1.28631,8662
2017-08-18 17:00,1.2863,1.28738,1.28561,1.28726,6491
2017-08-18 18:00,1.28726,1.28768,1.28694,1.28758,4036
2017-08-18 19:00,1.28757,1.28826,1.28737,1.28751,4276
2017-08-18 20:00,1.28755,1.28857,1.28701,1.28723,2617
2017-08-21 0:00,1.28712,1.28777,1.2867,1.28684,3396
2017-08-21 1:00,1.28687,1.28752,1.28643,1.28738,4008
2017-08-21 2:00,1.28737,1.28789,1.28734,1.28766,2014
2017-08-21 3:00,1.28767,1.28785,1.28742,1.2878,1878
2017-08-21 4:00,1.28781,1.28805,1.28757,1.28757,2239
2017-08-21 5:00,1.28758,1.28771,1.28701,1.28708,1893
2017-08-21 6:00,1.28713,1.28721,1.28523,1.28546,5556
2017-08-21 7:00,1.28546,1.28713,1.28501,1.287,6708
2017-08-21 8:00,1.28701,1.28768,1.2865,1.28749,4975
2017-08-21 9:00,1.28749,1.28807,1.28685,1.28758,4694
2017-08-21 10:00,1.28758,1.28974,1.28737,1.28969,4825
2017-08-21 11:00,1.28968,1.2899,1.28783,1.28786,5110
2017-08-21 12:00,1.28787,1.28971,1.28774,1.28928,6413
2017-08-21 13:00,1.28927,1.29033,1.28814,1.28885,7047
2017-08-21 14:00,1.28884,1.29163,1.28884,1.29034,10073
2017-08-21 15:00,1.29034,1.29135,1.28959,1.29017,7009
2017-08-21 16:00,1.29016,1.2912,1.28973,1.29078,4337
2017-08-21 17:00,1.29083,1.29134,1.29003,1.29043,3329
2017-08-21 18:00,1.29044,1.2909,1.28978,1.28994,4216
2017-08-21 19:00,1.28991,1.29017,1.28936,1.28956,3467
2017-08-21 20:00,1.28956,1.29009,1.2895,1.28978,2607
2017-08-21 21:00,1.28978,1.2901,1.28949,1.28981,1157
2017-08-21 22:00,1.28981,1.29003,1.28947,1.28949,1862
