Date,Open,High,Low,Close,Volume,Future_Close,Return,Label
2017-08-15 20:00,1.27514,1.27611,1.27506,1.27556,4835,1.26811,-0.005840571984069731,-1
2017-08-15 21:00,1.27555,1.27572,1.27516,1.27539,891,1.26762,-0.006092254134029584,-1
2017-08-15 22:00,1.27539,1.27564,1.27515,1.27544,2128,1.26803,-0.005809759769177636,-1
2017-08-15 23:00,1.27547,1.27564,1.27514,1.27536,1645,1.26854,-0.005347509722745003,-1
2017-08-16 0:00,1.27542,1.27641,1.27464,1.27634,3542,1.26736,-0.007035742827146363,-1
2017-08-16 1:00,1.27634,1.27698,1.27569,1.2759,3714,1.26671,-0.00720275883689947,-1
2017-08-16 2:00,1.27589,1.27637,1.27536,1.27613,2900,1.26661,-0.007460055010069522,-1
2017-08-16 3:00,1.27614,1.27648,1.27572,1.27573,2150,1.26648,-0.007250750550665042,-1
2017-08-16 4:00,1.27573,1.27589,1.27539,1.27561,2135,1.26559,-0.007855065419681506,-1
2017-08-16 5:00,1.27562,1.27593,1.27515,1.27547,1820,1.26648,-0.0070483821650059175,-1
2017-08-16 6:00,1.27548,1.27631,1.27479,1.27536,3779,1.26594,-0.007386149792999563,-1
2017-08-16 7:00,1.27538,1.27545,1.27368,1.27425,6884,1.26386,-0.008153815970178613,-1
2017-08-16 8:00,1.27424,1.27446,1.2729,1.27333,6649,1.26462,-0.006840332042754027,-1
2017-08-16 9:00,1.27333,1.27375,1.27235,1.27255,4945,1.26534,-0.005665789163490809,-1
2017-08-16 10:00,1.27255,1.2738,1.27194,1.27373,5758,1.26522,-0.006681164768043479,-1
2017-08-16 11:00,1.2737,1.27401,1.27319,1.2735,5348,1.2657,-0.006124852767962374,-1
2017-08-16 12:00,1.2735,1.27385,1.2711,1.27292,8437,1.25857,-0.011273292901360699,-1
2017-08-16 13:00,1.2729,1.27305,1.27107,1.27132,8387,1.25939,-0.009383947393260539,-1
2017-08-16 14:00,1.27131,1.27158,1.26912,1.27015,10182,1.25995,-0.008030547573121272,-1
2017-08-16 15:00,1.27015,1.27138,1.26957,1.27088,7883,1.25865,-0.009623253178899671,-1
2017-08-16 16:00,1.27088,1.27127,1.27073,1.27107,4278,1.25709,-0.01099860747244441,-1
2017-08-16 17:00,1.27106,1.27121,1.26695,1.26768,7341,1.25755,-0.007990975640540188,-1
2017-08-16 18:00,1.26768,1.26809,1.26558,1.26644,13529,1.25773,-0.006877546508322507,-1
2017-08-16 19:00,1.26644,1.26674,1.26261,1.26279,6597,1.25795,-0.003832782964705239,-1
2017-08-16 20:00,1.26279,1.26293,1.26132,1.26158,4402,1.2585,-0.0024413830276319715,0
2017-08-16 21:00,1.26158,1.26219,1.26096,1.26166,2082,1.25947,-0.001735808379436543,0
2017-08-16 22:00,1.26166,1.26277,1.26159,1.26267,4440,1.25857,-0.0032470875208883143,-1
2017-08-16 23:00,1.26267,1.26291,1.2624,1.26242,1830,1.25846,-0.0031368324329463793,-1
2017-08-17 0:00,1.26242,1.26336,1.26203,1.26275,2449,1.2588,-0.003128093446842284,-1
2017-08-17 1:00,1.26274,1.26306,1.26077,1.26082,5872,1.25905,-0.0014038482892086979,0
