Date,Open,High,Low,Close,Volume,Future_Close,Return,Label
2017-08-15 20:00,1.27514,1.27611,1.27506,1.27556,4835,1.26158,-0.010959892125811499,-1
2017-08-15 21:00,1.27555,1.27572,1.27516,1.27539,891,1.26166,-0.010765334525125625,-1
2017-08-15 22:00,1.27539,1.27564,1.27515,1.27544,2128,1.26267,-0.010012231073198263,-1
2017-08-15 23:00,1.27547,1.27564,1.27514,1.27536,1645,1.26242,-0.010146154811190522,-1
2017-08-16 0:00,1.27542,1.27641,1.27464,1.27634,3542,1.26275,-0.010647633075826168,-1
2017-08-16 1:00,1.27634,1.27698,1.27569,1.2759,3714,1.26082,-0.011819108080570517,-1
2017-08-16 2:00,1.27589,1.27637,1.27536,1.27613,2900,1.2611,-0.011777796932914253,-1
2017-08-16 3:00,1.27614,1.27648,1.27572,1.27573,2150,1.26083,-0.011679587373503941,-1
2017-08-16 4:00,1.27573,1.27589,1.27539,1.27561,2135,1.26098,-0.011469022663666784,-1
2017-08-16 5:00,1.27562,1.27593,1.27515,1.27547,1820,1.26103,-0.011321316847907048,-1
2017-08-16 6:00,1.27548,1.27631,1.27479,1.27536,3779,1.26069,-0.011502634550244584,-1
2017-08-16 7:00,1.27538,1.27545,1.27368,1.27425,6884,1.25934,-0.0117010005885817,-1
2017-08-16 8:00,1.27424,1.27446,1.2729,1.27333,6649,1.26327,-0.007900544242262608,-1
2017-08-16 9:00,1.27333,1.27375,1.27235,1.27255,4945,1.26396,-0.006750225924325282,-1
2017-08-16 10:00,1.27255,1.2738,1.27194,1.27373,5758,1.26426,-0.007434856680772262,-1
2017-08-16 11:00,1.2737,1.27401,1.27319,1.2735,5348,1.26234,-0.008763250883392248,-1
2017-08-16 12:00,1.2735,1.27385,1.2711,1.27292,8437,1.26373,-0.0072196210288156815,-1
2017-08-16 13:00,1.2729,1.27305,1.27107,1.27132,8387,1.26304,-0.006512915709656175,-1
2017-08-16 14:00,1.27131,1.27158,1.26912,1.27015,10182,1.26482,-0.004196354761248577,-1
2017-08-16 15:00,1.27015,1.27138,1.26957,1.27088,7883,1.26503,-0.004603109656301063,-1
2017-08-16 16:00,1.27088,1.27127,1.27073,1.27107,4278,1.26543,-0.00443720644811052,-1
2017-08-16 17:00,1.27106,1.27121,1.26695,1.26768,7341,1.26556,-0.0016723463334594735,0
2017-08-16 18:00,1.26768,1.26809,1.26558,1.26644,13529,1.26529,-0.0009080572312940571,0
2017-08-16 19:00,1.26644,1.26674,1.26261,1.26279,6597,1.2677,0.00388821577617815,1
2017-08-16 20:00,1.26279,1.26293,1.26132,1.26158,4402,1.26811,0.005176049081310863,1
2017-08-16 21:00,1.26158,1.26219,1.26096,1.26166,2082,1.26762,0.004723935133078561,1
2017-08-16 22:00,1.26166,1.26277,1.26159,1.26267,4440,1.26803,0.00424497295413695,1
2017-08-16 23:00,1.26267,1.26291,1.2624,1.26242,1830,1.26854,0.00484783194182592,1
2017-08-17 0:00,1.26242,1.26336,1.26203,1.26275,2449,1.26736,0.003650762225301918,1
2017-08-17 1:00,1.26274,1.26306,1.26077,1.26082,5872,1.26671,0.004671562951095387,1
2017-08-17 2:00,1.26082,1.26163,1.26041,1.2611,3843,1.26661,0.00436920149076192,1
2017-08-17 3:00,1.26111,1.26145,1.2608,1.26083,1833,1.26648,0.004481175098942858,1
2017-08-17 4:00,1.26083,1.26114,1.26082,1.26098,1766,1.26559,0.003655886691303678,1
2017-08-17 5:00,1.26098,1.26127,1.26002,1.26103,3233,1.26648,0.004321863873183007,1
2017-08-17 6:00,1.26102,1.26199,1.2604,1.26069,4300,1.26594,0.004164386169478673,1
2017-08-17 7:00,1.26069,1.26123,1.25882,1.25934,6535,1.26386,0.0035891816348245786,1
2017-08-17 8:00,1.25933,1.26332,1.25933,1.26327,5671,1.26462,0.0010686551568550584,0
2017-08-17 9:00,1.26326,1.26424,1.26292,1.26396,5676,1.26534,0.0010918067027436695,0
2017-08-17 10:00,1.26394,1.26471,1.26359,1.26426,4796,1.26522,0.0007593374780503481,0
2017-08-17 11:00,1.26429,1.26461,1.26161,1.26234,8240,1.2657,0.002661723465944288,0
2017-08-17 12:00,1.26232,1.26381,1.26163,1.26373,8376,1.25857,-0.004083150673007685,-1
2017-08-17 13:00,1.26375,1.26386,1.26276,1.26304,7413,1.25939,-0.00288985305295153,0
2017-08-17 14:00,1.26307,1.2665,1.26255,1.26482,12174,1.25995,-0.003850350247466161,-1
2017-08-17 15:00,1.26481,1.26546,1.26393,1.26503,8468,1.25865,-0.005043358655525965,-1
2017-08-17 16:00,1.26502,1.26568,1.26467,1.26543,5399,1.25709,-0.006590645077167445,-1
2017-08-17 17:00,1.26541,1.26596,1.2651,1.26556,5883,1.25755,-0.006329213944815004,-1
2017-08-17 18:00,1.26556,1.26557,1.26491,1.26529,4394,1.25773,-0.005974914841656909,-1
2017-08-17 19:00,1.26532,1.26787,1.2652,1.2677,6478,1.25795,-0.007691094107438734,-1
